geo_level,id,insurance_type,source,year,percent25,percent50,percent75
WV,LT213,Insurance,BLS,2020,5.641059852829031,6.8397850715552,11.282119705658062
WV,LT219,Insurance,BLS,2020,9.618839003645753,17.494263437880715,28.85651701093726
WV,LT313,Insurance,BLS,2020,22.581762214056983,39.11483812077727,90.32704885622793
WV,LT315,Insurance,BLS,2020,13.538738982306445,24.07639082353496,41.51879954573976
WV,LT403,Insurance,BLS,2020,111.88365323362599,136.90350688105383,229.92603967277265
WV,LT503,Insurance,BLS,2020,25.296256868434067,30.671711452976307,50.592513736868135
WV,OV116,Insurance,BLS,2020,89.85531378027999,110.2313275816317,183.93911291492606
WV,OV307,Insurance,BLS,2020,56.707437614946386,68.75776810812249,117.86251739577092
WV,OV411,Insurance,BLS,2020,271.88336398138046,329.65857882742375,543.7667279627609
WV,OV412,Insurance,BLS,2020,265.41888306481263,321.8203957160853,530.8377661296253
WV,OV521,Insurance,BLS,2020,646.1917602598451,892.3653279334499,1558.3972811755439
WY,IM601,Insurance,BLS,2020,85.1022928535266,132.66839582344414,222.88695747352207
WY,IM606,Insurance,BLS,2020,77.55813953814437,109.71245155500007,182.815614625626
WY,IM627,Insurance,BLS,2020,111.88296905053141,138.1937653938398,227.94847900014813
WY,LT105,Insurance,BLS,2020,23.981441863990167,33.385275780101125,56.844899233161875
WY,LT106,Insurance,BLS,2020,19.771859922042974,32.80567810749499,54.11245873401236
WY,LT403,Insurance,BLS,2020,130.53697902478746,193.31430481533408,360.72050692345846
WY,OV116,Insurance,BLS,2020,99.84098877528176,142.55333701068852,246.33664520256434
WY,OV307,Insurance,BLS,2020,60.04791518566778,84.94278002305921,154.66887244793216
USA,ES001,Medicare,CMS,2021,646.4928059361969,1134.0492145721935,2663.981908928359
USA,IM104,Medicare,CMS,2021,323.9120274460832,672.5475214948353,1914.9410534506783
USA,IM211,Medicare,CMS,2021,774.6589567788727,1526.196506865689,4218.585341025515
USA,IM403,Medicare,CMS,2021,119.38534145588197,183.22101747735312,395.72483811250385
USA,IM407,Medicare,CMS,2021,104.45316673954952,176.29605482301167,377.70265093021106
USA,IM601,Medicare,CMS,2021,26.76499276482144,40.56569215918249,86.98622648566968
USA,IM606,Medicare,CMS,2021,32.12604355581613,48.94073237845964,103.79183302648289
USA,IM616,Medicare,CMS,2021,24.326640927294903,38.64999933534871,78.85187059192141
USA,IM627,Medicare,CMS,2021,36.851603740317756,57.59086740084103,117.92513196901683
USA,LT105,Medicare,CMS,2021,5.756636555368563,8.974185201494207,19.737039618406502
USA,LT106,Medicare,CMS,2021,5.9085532904506035,9.211012540291746,21.94605507881653
USA,LT211,Medicare,CMS,2021,1.6792782816465004,2.0361249164963815,5.037834844939501
USA,LT213,Medicare,CMS,2021,2.449319573185089,3.959733309982561,9.797278292740357
USA,LT219,Medicare,CMS,2021,5.767636282322835,8.991332990121133,21.422649048627672
USA,LT313,Medicare,CMS,2021,17.280081156571406,26.938412231583637,59.245992536816246
USA,LT315,Medicare,CMS,2021,10.720655432463381,15.998516568445352,36.28529530987606
USA,LT403,Medicare,CMS,2021,70.85728448781025,102.89754786594654,219.1632287646224
USA,LT503,Medicare,CMS,2021,9.816010097565252,15.869216324397156,40.90004207318855
USA,OV116,Medicare,CMS,2021,56.48665456411467,80.57655136351651,169.45996369234402
USA,OV307,Medicare,CMS,2021,33.57789884772629,48.855842823441755,100.73369654317887
USA,OV411,Medicare,CMS,2021,141.18520516727187,216.76941485667382,494.56592579304714
USA,OV412,Medicare,CMS,2021,141.5428899837784,217.31858803870358,495.81888088992207
USA,OV521,Medicare,CMS,2021,432.21909652054825,598.5067986407053,1182.0537412418025
USA,PX207,Medicare,CMS,2021,5843.874939617937,10941.574487494356,26087.518198004756
USA,PX222,Medicare,CMS,2021,12353.384793876392,23698.637474320607,62667.911098034056
AK,ES001,Medicare,CMS,2021,1122.9116955159427,1890.220658070334,4149.891048645875
AK,IM104,Medicare,CMS,2021,860.866862360086,2053.898192759233,3788.8249969624917
AK,IM403,Medicare,CMS,2021,378.093491108331,527.1528322057933,977.7988271168471
AK,IM407,Medicare,CMS,2021,377.5375054927841,553.7633455290958,1015.1008425832474
AK,IM601,Medicare,CMS,2021,81.41849343260465,137.60959003647042,251.6571615189598
AK,IM606,Medicare,CMS,2021,109.48155688411784,177.33296069731875,297.52239886065615
AK,IM627,Medicare,CMS,2021,143.601047533351,196.51719377718302,329.1907054565707
AK,LT105,Medicare,CMS,2021,26.028014054207194,32.576998235588356,68.84829524016097
AK,LT106,Medicare,CMS,2021,20.817159219333504,25.240805553441874,41.63431843866701
AK,LT211,Medicare,CMS,2021,6.545525432149396,8.928505784791286,14.72743222233614
AK,LT213,Medicare,CMS,2021,10.762382982386935,13.049389366144156,24.836268420892925
AK,LT219,Medicare,CMS,2021,20.291148755299858,32.80402382106811,55.80065907707461
AK,LT313,Medicare,CMS,2021,21.70226149291818,61.73667367961387,110.18071219481536
AK,LT315,Medicare,CMS,2021,17.497759065867843,53.54522580811105,89.98847519589177
AK,LT403,Medicare,CMS,2021,183.0619353661711,276.95333003117406,479.919127851854
AK,OV116,Medicare,CMS,2021,144.86331395153286,199.7354678004599,341.0496305601802
AK,OV307,Medicare,CMS,2021,84.46510748529015,124.94501024761546,212.85207086293116
AK,OV411,Medicare,CMS,2021,402.75419922753304,523.8735233819252,939.4806892584035
AK,OV412,Medicare,CMS,2021,404.61546111577195,526.2945181852032,943.8223438085158
AK,OV521,Medicare,CMS,2021,630.3791416354672,917.4030568000877,1853.763167497184
AR,ES001,Medicare,CMS,2021,613.7472466905863,944.9115478510859,1929.8755386401542
AR,IM104,Medicare,CMS,2021,135.95146545416415,165.84018914719326,273.55082745928786
AR,IM403,Medicare,CMS,2021,150.10487963586382,185.05248219912988,305.24120775114204
AR,IM601,Medicare,CMS,2021,33.18732970714027,40.239637269907576,68.03402589963756
AR,IM606,Medicare,CMS,2021,41.50807282370359,51.33510906471542,84.67646856035533
AR,IM616,Medicare,CMS,2021,32.63435426107194,39.56915454154973,66.94226515091681
AR,IM627,Medicare,CMS,2021,48.21977585355933,59.49220591055367,98.13147366689266
AR,LT105,Medicare,CMS,2021,8.998530234006235,13.886368247477803,22.905349686561323
AR,LT106,Medicare,CMS,2021,10.108701403141252,15.32100056413596,25.271753507853127
AR,LT211,Medicare,CMS,2021,2.4760687785995703,4.002977858735973,6.602850076265522
AR,LT213,Medicare,CMS,2021,4.981232535265224,6.039744449009085,11.622875915618856
AR,LT219,Medicare,CMS,2021,9.800414718249604,13.863503320190585,22.867634342582406
AR,LT313,Medicare,CMS,2021,26.420271183702337,36.038901161518964,61.09687711231165
AR,LT315,Medicare,CMS,2021,15.80959979551912,24.21365021313718,39.94004158867988
AR,LT403,Medicare,CMS,2021,75.23738237171085,105.10744097091452,186.4578606603269
AR,LT503,Medicare,CMS,2021,15.802586203464962,25.21136285750167,43.249183293693584
AR,OV116,Medicare,CMS,2021,59.19672780864288,86.1312389615754,155.60282738271843
AR,OV307,Medicare,CMS,2021,37.691138817054686,53.648419870579474,91.76972929369836
AR,OV521,Medicare,CMS,2021,490.82986832627506,635.8936273555817,1095.9625827011348
AZ,ES001,Medicare,CMS,2021,713.0341473889073,1118.8935986374102,2547.0243032310736
AZ,IM104,Medicare,CMS,2021,286.2422211317544,434.343276772877,1968.5429944499597
AZ,IM211,Medicare,CMS,2021,830.9221917046116,1218.3870624222272,2636.199572491417
AZ,IM403,Medicare,CMS,2021,104.28017655496807,131.4176555718318,243.04671071079173
AZ,IM407,Medicare,CMS,2021,89.50369359857805,122.46199178034801,246.3404410970038
AZ,IM601,Medicare,CMS,2021,26.18418375233858,36.7089982371653,72.00650531893109
AZ,IM606,Medicare,CMS,2021,30.411805698603075,43.8505360546074,87.12571362302502
AZ,IM616,Medicare,CMS,2021,24.280395589269762,37.56135334909016,77.02746186940752
AZ,IM627,Medicare,CMS,2021,34.61277808273868,52.20408938271593,101.30569194947907
AZ,LT105,Medicare,CMS,2021,5.89436415357242,9.188892689408434,15.156936394900509
AZ,LT106,Medicare,CMS,2021,6.703394383327868,9.143848901008171,16.75848595831967
AZ,LT211,Medicare,CMS,2021,1.6390676392583108,1.9873695126007016,3.2781352785166216
AZ,LT213,Medicare,CMS,2021,3.3010159931258816,5.003102364581413,8.252539982814703
AZ,LT219,Medicare,CMS,2021,5.781396740072232,7.009943547337582,11.562793480144464
AZ,LT313,Medicare,CMS,2021,13.183977956555584,19.981966590404554,36.255939380527856
AZ,LT315,Medicare,CMS,2021,9.989762173328533,14.13135107435432,24.974405433321333
AZ,LT403,Medicare,CMS,2021,66.65101776609197,84.85507699345584,166.62754441522992
AZ,LT503,Medicare,CMS,2021,14.893566321698561,18.058449165059507,29.787132643397122
AZ,OV116,Medicare,CMS,2021,52.94856019709222,66.20638327769225,132.37140049273054
AZ,OV307,Medicare,CMS,2021,31.173009827920804,40.86191828795024,77.5112676802355
AZ,OV411,Medicare,CMS,2021,122.82357618734956,151.98365981470576,323.0428305201523
AZ,OV412,Medicare,CMS,2021,120.57402212561244,149.20002926211274,317.126195179693
AZ,OV521,Medicare,CMS,2021,425.15633879258394,571.8690853252336,1103.8850466463512
AZ,PX207,Medicare,CMS,2021,3790.5825806763914,6129.476997723712,13860.42857882877
CA,ES001,Medicare,CMS,2021,1050.4252726694458,1858.85396772007,4338.892747061047
CA,IM104,Medicare,CMS,2021,505.50571659880177,1075.3786095501187,2816.2708008221293
CA,IM211,Medicare,CMS,2021,1074.3447581461678,3212.715238806426,8251.899784490628
CA,IM403,Medicare,CMS,2021,115.91787364214763,154.91323861647228,362.1375906484612
CA,IM407,Medicare,CMS,2021,102.97315106698757,135.08895760878164,361.250070956317
CA,IM601,Medicare,CMS,2021,27.036311768488268,35.76166693013676,77.01252443145144
CA,IM606,Medicare,CMS,2021,31.48556058381804,43.19943197207403,87.82814268117663
CA,IM616,Medicare,CMS,2021,24.17752846408779,32.34786566919332,65.02921448961544
CA,IM627,Medicare,CMS,2021,36.612410521352565,49.437155456814985,104.8446301293278
CA,LT105,Medicare,CMS,2021,5.755425327217864,8.972296983323565,19.732886836175535
CA,LT106,Medicare,CMS,2021,6.747857093419047,9.20449881649192,20.24357128025714
CA,LT211,Medicare,CMS,2021,1.6753242101117978,2.0313306047605546,5.025972630335393
CA,LT213,Medicare,CMS,2021,2.5284392039857733,3.06573253483275,6.742504543962062
CA,LT219,Medicare,CMS,2021,6.747843655513465,8.181760432310076,16.869609138783662
CA,LT313,Medicare,CMS,2021,16.798947746346073,23.424032763811304,55.43652756294204
CA,LT315,Medicare,CMS,2021,9.960656870879891,14.090179198598847,33.20218956959964
CA,LT403,Medicare,CMS,2021,79.37606213524688,110.42672433631124,222.2529739786913
CA,LT503,Medicare,CMS,2021,10.674712008945814,12.943088310846798,36.129794491816604
CA,OV116,Medicare,CMS,2021,61.97919234858058,82.25853281804012,170.86155728527618
CA,OV307,Medicare,CMS,2021,32.86944416734628,45.83233121084347,85.46055483510034
CA,OV411,Medicare,CMS,2021,124.89275164755243,173.7916167431168,419.10319344816253
CA,OV412,Medicare,CMS,2021,122.67872403047492,170.71073787697043,411.6735705720635
CA,OV521,Medicare,CMS,2021,435.2934316921526,600.3524382292804,1131.2710654146338
CA,PX207,Medicare,CMS,2021,5559.305942840886,10146.339046398585,22751.350750270085
CO,ES001,Medicare,CMS,2021,754.8589672024845,1498.0686243976008,3685.3438874447784
CO,IM104,Medicare,CMS,2021,467.3228149486214,930.817693913036,2240.1291129494057
CO,IM403,Medicare,CMS,2021,146.90144587472693,217.81287239054154,418.0395431177943
CO,IM407,Medicare,CMS,2021,129.03406941556977,207.9321592791867,366.2902615667787
CO,IM601,Medicare,CMS,2021,28.74072633718203,42.8134176972808,88.6856698404474
CO,IM606,Medicare,CMS,2021,38.47766572361608,55.58794686454323,109.70228099924584
CO,IM616,Medicare,CMS,2021,31.03126082318774,41.58597256370621,99.62667948497116
CO,IM627,Medicare,CMS,2021,45.171716791458785,63.73318587304003,121.55298336610728
CO,LT105,Medicare,CMS,2021,5.067044262716764,7.167756363301423,13.512118033911372
CO,LT106,Medicare,CMS,2021,5.766104252541177,7.990173035664203,14.82712522082017
CO,LT211,Medicare,CMS,2021,1.6546733649419019,2.0062914549920556,6.6186934597676075
CO,LT213,Medicare,CMS,2021,2.458113166510208,4.967437023989379,9.832452666040831
CO,LT219,Medicare,CMS,2021,4.938693370511649,6.986193330369603,13.169848988031063
CO,LT313,Medicare,CMS,2021,16.65230372529933,20.190918266925436,38.30029856818845
CO,LT315,Medicare,CMS,2021,10.02537703030873,12.155769649249336,31.747027262644313
CO,LT403,Medicare,CMS,2021,81.56127613127855,110.88008334665103,222.43984399439606
CO,OV116,Medicare,CMS,2021,63.792099469425885,86.27268067668031,175.01934982637357
CO,OV307,Medicare,CMS,2021,38.94011343516761,52.23774791675144,101.07859232107337
CO,OV411,Medicare,CMS,2021,166.34589058966782,240.635388880858,489.1557376745677
CO,OV412,Medicare,CMS,2021,166.25119655975746,240.49840482533727,488.8772809727521
CO,OV521,Medicare,CMS,2021,476.7008882536856,644.7316009960372,1195.5624408778049
CO,PX207,Medicare,CMS,2021,4570.561515440889,10201.016523282393,23784.637178542278
CT,ES001,Medicare,CMS,2021,1069.7912013628736,1557.961607620014,3458.685817032891
CT,IM104,Medicare,CMS,2021,228.88812571431797,374.05793153421416,1093.0237307661996
CT,IM211,Medicare,CMS,2021,755.8805852081555,1122.744032792992,3141.343463883729
CT,IM403,Medicare,CMS,2021,154.16215762272145,246.5344558523359,501.65199399393686
CT,IM407,Medicare,CMS,2021,139.99372088880096,206.3335597321392,410.7600193743262
CT,IM601,Medicare,CMS,2021,34.37721567819055,42.699017278337905,95.5854289588713
CT,IM606,Medicare,CMS,2021,35.3242508170027,63.747950311614176,128.1530959872656
CT,IM616,Medicare,CMS,2021,38.27216597105679,59.51945811205381,101.50444018410714
CT,IM627,Medicare,CMS,2021,41.45913295205457,75.40379805654925,150.91124394547862
CT,LT105,Medicare,CMS,2021,5.906998040444342,8.185411570330018,15.189423532571167
CT,LT106,Medicare,CMS,2021,6.689643243831904,9.125091487289456,20.06892973149571
CT,LT211,Medicare,CMS,2021,1.666080260250623,3.030183473330821,6.664321041002492
CT,LT213,Medicare,CMS,2021,2.459077885649176,3.975509248466168,9.836311542596704
CT,LT219,Medicare,CMS,2021,7.518423712125143,10.128987501057484,20.04912989900038
CT,LT313,Medicare,CMS,2021,16.39501049963535,22.860792765429043,49.185031498906056
CT,LT315,Medicare,CMS,2021,10.748277935435354,14.034770611847316,29.76446197505175
CT,LT403,Medicare,CMS,2021,87.80109088752427,127.3526103340539,262.5827017196988
CT,OV116,Medicare,CMS,2021,69.56614760649673,89.4302162604,174.3344421945942
CT,OV307,Medicare,CMS,2021,43.59780358506612,53.85973942890951,110.22840906412942
CT,OV411,Medicare,CMS,2021,202.99217748579412,280.284556086635,503.7520159647462
CT,OV412,Medicare,CMS,2021,206.9420902565312,285.7384586026788,513.5542484733509
CT,OV521,Medicare,CMS,2021,482.8298789457663,670.2040636541915,1222.2916526633878
CT,PX207,Medicare,CMS,2021,6576.437619692872,11697.520080494714,24338.312041293135
DE,ES001,Medicare,CMS,2021,661.0451044463782,1034.8321049263857,2209.5660705710807
DE,IM104,Medicare,CMS,2021,148.61755441505034,491.0911935451169,2150.8716391716625
DE,IM403,Medicare,CMS,2021,118.63292460844052,158.12464729502688,279.33426219859757
DE,IM601,Medicare,CMS,2021,23.72807460105995,34.722764340775235,65.45675752016538
DE,IM606,Medicare,CMS,2021,29.922341784165454,46.358850361439664,89.76702535249636
DE,IM627,Medicare,CMS,2021,41.69708527190232,56.62464179924335,115.08395535045041
DE,LT211,Medicare,CMS,2021,1.6722192932233337,2.0275658930332923,6.688877172893335
DE,LT403,Medicare,CMS,2021,62.852715910338894,90.43458274232594,164.255097579019
DE,OV116,Medicare,CMS,2021,47.798073543818155,70.94511476212837,130.20854517109083
DE,OV307,Medicare,CMS,2021,28.571176229857464,38.60169988483956,78.36665480189475
DE,OV411,Medicare,CMS,2021,119.15932800174072,185.17946976608545,325.59027651179855
DE,OV412,Medicare,CMS,2021,118.30602358743539,183.85339264195287,323.2587123374995
DE,PX207,Medicare,CMS,2021,4780.110707602929,11017.493617748047,33017.48542004012
FL,ES001,Medicare,CMS,2021,1105.9194534556357,1805.605127473607,4021.065857423613
FL,IM104,Medicare,CMS,2021,506.6348488588966,1012.9219658123783,2876.2697243037524
FL,IM211,Medicare,CMS,2021,800.7566770419295,1187.685130566889,3537.2989658736947
FL,IM403,Medicare,CMS,2021,99.20113304001356,145.33999335497822,348.8573178573811
FL,IM407,Medicare,CMS,2021,88.339635560707,175.45934282081376,385.3290770171791
FL,IM601,Medicare,CMS,2021,20.761035290423404,27.18657571280945,66.4353129293549
FL,IM606,Medicare,CMS,2021,23.834234358262385,30.89204427383405,75.6120538262117
FL,IM616,Medicare,CMS,2021,18.553901709771278,23.519178815056655,57.34842346656576
FL,IM627,Medicare,CMS,2021,27.8599832298716,38.89844628231315,89.48964310201181
FL,LT105,Medicare,CMS,2021,5.816453385375398,8.059942548305909,16.61843824392971
FL,LT106,Medicare,CMS,2021,5.728956738917391,8.931034344776577,18.005292608026092
FL,LT211,Medicare,CMS,2021,1.6568208697546838,2.0088953045775537,3.3136417395093676
FL,LT213,Medicare,CMS,2021,2.5251396153084102,3.0617317835614473,6.733705640822428
FL,LT219,Medicare,CMS,2021,5.069140613480875,7.170721826153155,16.897135378269585
FL,LT313,Medicare,CMS,2021,14.805200299678615,22.937779075404855,50.99568992111523
FL,LT315,Medicare,CMS,2021,8.999574711432897,14.87997864219871,32.72572622339235
FL,LT403,Medicare,CMS,2021,65.83786673101956,91.0862665847583,184.00839676105468
FL,LT503,Medicare,CMS,2021,10.769992454615213,18.08116040938285,49.707657482839444
FL,OV116,Medicare,CMS,2021,50.83351740225028,72.75026342977787,146.66719775075492
FL,OV307,Medicare,CMS,2021,28.79725560351122,40.0514771867952,81.30989817461992
FL,OV411,Medicare,CMS,2021,145.6271526901994,210.3003348259312,435.2451979280117
FL,OV412,Medicare,CMS,2021,148.94081937044714,215.08560460209796,445.14896575886456
FL,OV521,Medicare,CMS,2021,397.72848753188435,518.9599768770582,991.8661047091437
FL,PX207,Medicare,CMS,2021,5091.464270116496,11264.52314144289,29833.380655764737
GA,ES001,Medicare,CMS,2021,877.9161142603765,1513.532010456249,3863.5042803980136
GA,IM104,Medicare,CMS,2021,424.06413795002015,771.7697602579145,1824.0567029631004
GA,IM211,Medicare,CMS,2021,961.5297532584302,1755.97887346609,4315.861061803712
GA,IM403,Medicare,CMS,2021,135.09016333316316,208.28484905272117,428.6194071188017
GA,IM407,Medicare,CMS,2021,114.02625206604037,189.35174629770998,459.4101170196989
GA,IM601,Medicare,CMS,2021,26.33739399772647,38.919672458359074,93.82696611690055
GA,IM606,Medicare,CMS,2021,33.08866628388629,51.15301003324546,109.19259873682475
GA,IM616,Medicare,CMS,2021,28.14931620185039,43.165734513940436,96.03884351219546
GA,IM627,Medicare,CMS,2021,36.8189476959225,57.539833260349994,116.18423495157766
GA,LT105,Medicare,CMS,2021,5.794784620671596,12.044873747253105,28.146096728976325
GA,LT106,Medicare,CMS,2021,6.6468450610532415,12.088949454790583,28.249091509476276
GA,LT211,Medicare,CMS,2021,1.6782552161432838,3.052326674360597,6.713020864573135
GA,LT213,Medicare,CMS,2021,3.348061374044366,6.089286624043191,13.392245496177464
GA,LT219,Medicare,CMS,2021,5.87076350677133,10.16900107422891,28.51513703288932
GA,LT313,Medicare,CMS,2021,16.325352756401188,31.671184347418304,75.09662267944546
GA,LT315,Medicare,CMS,2021,11.52151499501208,23.948291882489396,49.37792140719463
GA,LT403,Medicare,CMS,2021,82.04304192842196,116.73343529484015,254.50086475755379
GA,OV116,Medicare,CMS,2021,60.69859916406789,83.67883936128607,186.25323579111244
GA,OV307,Medicare,CMS,2021,35.09531134251964,49.48030814279659,107.73444412122308
GA,OV411,Medicare,CMS,2021,170.87399719723712,275.56588587411574,565.6518527908539
GA,OV412,Medicare,CMS,2021,170.668170988094,275.2339530897895,564.9704970640354
GA,OV521,Medicare,CMS,2021,462.6199243347657,672.1013112435598,1363.686840021039
GA,PX207,Medicare,CMS,2021,6692.277440155197,11397.83614819097,26350.22882549127
HI,IM403,Medicare,CMS,2021,160.54093998274317,194.65588972907608,326.1250508549966
HI,IM407,Medicare,CMS,2021,139.39136541283642,169.01203056306417,278.78273082567284
HI,IM601,Medicare,CMS,2021,39.52806780564557,47.92778221434526,80.73818104982925
HI,IM606,Medicare,CMS,2021,37.80251566905001,47.87268581533306,78.96525495312669
HI,IM627,Medicare,CMS,2021,46.29328364664579,56.13060642155803,92.58656729329158
HI,LT105,Medicare,CMS,2021,6.6606100649995845,9.085488416788495,24.97728774374844
HI,LT106,Medicare,CMS,2021,6.56392307665754,7.958756730447266,19.691769229972618
HI,LT211,Medicare,CMS,2021,3.3499081565926008,4.061763639868528,6.6998163131852015
HI,LT213,Medicare,CMS,2021,2.5075654833649894,4.053897531440066,11.701972255703284
HI,LT219,Medicare,CMS,2021,7.557768917913338,12.218393083959896,26.872067263691868
HI,LT313,Medicare,CMS,2021,15.607287651678847,21.91181042676491,54.21478868477916
HI,LT315,Medicare,CMS,2021,9.86687047676171,12.960545490829706,26.311654604697896
HI,LT403,Medicare,CMS,2021,92.04974839606102,113.6582157087602,199.30037267404037
HI,OV116,Medicare,CMS,2021,62.999946716284974,78.42443367065542,141.11988064447834
HI,OV307,Medicare,CMS,2021,36.337722400451646,47.13340620663234,84.50633116384104
HI,OV411,Medicare,CMS,2021,169.73633583600358,205.80530720115436,339.47267167200715
HI,OV412,Medicare,CMS,2021,168.69201189792128,204.53906442622957,337.38402379584255
HI,OV521,Medicare,CMS,2021,451.9434136958417,584.5134817132886,1022.731206548738
IA,ES001,Medicare,CMS,2021,887.5191503379504,1291.135584109028,2399.9328499148
IA,IM104,Medicare,CMS,2021,720.1923273326017,1016.9169905854386,1932.7525261903888
IA,IM403,Medicare,CMS,2021,240.8361184450104,293.02773039795903,483.3447099347778
IA,IM407,Medicare,CMS,2021,201.96778470838035,245.8814102554921,405.5775839265849
IA,IM601,Medicare,CMS,2021,48.20759778453549,59.45950045708978,114.70083610803272
IA,IM606,Medicare,CMS,2021,60.40257894595147,83.4100890514059,140.93935087388675
IA,IM627,Medicare,CMS,2021,75.04498513749726,92.99186963260478,155.03799127307127
IA,LT105,Medicare,CMS,2021,7.402249203991067,8.975227159839168,16.449442675535703
IA,LT106,Medicare,CMS,2021,8.260424578631813,10.015764801591073,16.520849157263626
IA,LT211,Medicare,CMS,2021,2.471184060287312,2.996310673098366,4.942368120574624
IA,LT213,Medicare,CMS,2021,4.1143860219258235,4.98869305158506,8.228772043851647
IA,LT219,Medicare,CMS,2021,7.466357042746009,9.052957914329536,16.591904539435575
IA,LT313,Medicare,CMS,2021,21.126270811106828,25.61560335846703,45.63274495199075
IA,LT315,Medicare,CMS,2021,12.483388630434584,15.136108714401933,26.631229078260446
IA,LT403,Medicare,CMS,2021,106.03973533200565,139.53678350858883,251.53611636894362
IA,OV116,Medicare,CMS,2021,81.02784624859862,104.20058258105769,191.52036386032398
IA,OV307,Medicare,CMS,2021,31.016248875843306,62.001062364312446,119.03533352350674
IA,OV411,Medicare,CMS,2021,167.3064112133168,287.2162413291977,533.3927169375052
IA,OV412,Medicare,CMS,2021,170.14431523872778,292.0880936480685,542.4402921472312
IA,OV521,Medicare,CMS,2021,538.2580935755525,729.7771038149252,1269.050186408301
IA,PX207,Medicare,CMS,2021,7969.654488898474,10693.703177753214,20559.032675828053
ID,ES001,Medicare,CMS,2021,586.3633162888485,923.9551918483986,2154.122337758751
ID,IM104,Medicare,CMS,2021,502.05513582573354,680.8965625482977,1444.9800570343316
ID,IM211,Medicare,CMS,2021,1355.3957728907674,1809.3585450610706,3470.934430577938
ID,IM403,Medicare,CMS,2021,203.05204592217822,248.25227739464646,409.48829260972605
ID,IM601,Medicare,CMS,2021,46.00001873549874,56.78911403891572,93.67276542501561
ID,IM606,Medicare,CMS,2021,54.54136892197032,66.13140981788901,110.73550659915188
ID,IM616,Medicare,CMS,2021,42.05584335926098,50.99271007310394,84.11168671852197
ID,IM627,Medicare,CMS,2021,60.01400450272736,73.7637884110577,123.31644760834389
ID,LT105,Medicare,CMS,2021,10.058742128215192,12.19622483046092,20.117484256430384
ID,LT106,Medicare,CMS,2021,10.698985695007138,12.972520155196154,21.397971390014277
ID,LT211,Medicare,CMS,2021,2.505149113529039,3.03749330015396,5.010298227058078
ID,LT213,Medicare,CMS,2021,4.122341604308057,4.99833919522352,8.244683208616115
ID,LT219,Medicare,CMS,2021,10.88337908103425,13.196097135754027,21.7667581620685
ID,LT313,Medicare,CMS,2021,29.472732495965403,35.735688151358055,58.945464991930805
ID,LT315,Medicare,CMS,2021,17.65883296339321,21.411334968114264,35.31766592678642
ID,LT403,Medicare,CMS,2021,112.60653050703118,143.66786546125613,262.1883396880129
ID,LT503,Medicare,CMS,2021,17.262149456625195,20.93035621615805,34.52429891325039
ID,OV116,Medicare,CMS,2021,89.25228669508202,112.18971496155893,207.9823928490902
ID,OV307,Medicare,CMS,2021,53.65544720074217,68.1067873745358,127.43168710176263
ID,OV521,Medicare,CMS,2021,570.3453193697379,734.7024502273016,1268.1698538090543
ID,PX207,Medicare,CMS,2021,10662.550933217812,15245.564108871584,27419.41068841022
IL,ES001,Medicare,CMS,2021,620.100549165766,1003.4864964027886,2287.590958714288
IL,IM104,Medicare,CMS,2021,465.7331422028929,972.4858339436114,2342.67892060287
IL,IM211,Medicare,CMS,2021,855.4802942354099,1724.820268022843,4415.487593169202
IL,IM403,Medicare,CMS,2021,175.57986050243392,265.08971366602447,457.5205980399961
IL,IM407,Medicare,CMS,2021,144.98681011988677,177.79419485298044,355.87671574881296
IL,IM601,Medicare,CMS,2021,32.51955678762712,47.51816006243334,91.721826836897
IL,IM606,Medicare,CMS,2021,44.94860360436359,71.34569263019894,120.95260606265113
IL,IM616,Medicare,CMS,2021,35.16824289391481,44.67204186643702,87.08326811826524
IL,IM627,Medicare,CMS,2021,50.40654937891199,64.12374150497656,125.60320500974791
IL,LT105,Medicare,CMS,2021,6.757867311861162,9.218153380085617,15.205201451687614
IL,LT106,Medicare,CMS,2021,5.910938474321223,7.167012900114484,11.821876948642446
IL,LT211,Medicare,CMS,2021,1.6528185995751519,2.0040425519848712,3.3056371991503037
IL,LT213,Medicare,CMS,2021,3.37932299464838,4.09742913101116,6.75864598929676
IL,LT219,Medicare,CMS,2021,5.935139318863726,9.252458259585774,16.957540911039217
IL,LT313,Medicare,CMS,2021,20.21791923004719,24.51422706643222,40.43583846009438
IL,LT315,Medicare,CMS,2021,11.802502363794341,14.310534116100639,25.29107649384502
IL,LT403,Medicare,CMS,2021,88.98857419199302,117.88926159740186,209.2879430070947
IL,LT503,Medicare,CMS,2021,10.847908197924825,13.15308868998385,21.69581639584965
IL,OV116,Medicare,CMS,2021,66.27032732900342,85.31281953372631,153.8126115784277
IL,OV307,Medicare,CMS,2021,40.13283132493638,51.6403064293314,90.09411113761229
IL,OV411,Medicare,CMS,2021,155.17751513606697,198.4343074359501,381.5840536132794
IL,OV412,Medicare,CMS,2021,151.24079944463813,193.40020535540097,371.9036051917331
IL,OV521,Medicare,CMS,2021,497.24559602985335,670.1266345481719,1145.680731393108
IL,PX207,Medicare,CMS,2021,6534.99650581271,11853.372888919057,29460.097606263247
IN,ES001,Medicare,CMS,2021,753.2068729923026,1286.5456590671713,3178.1450139249678
IN,IM104,Medicare,CMS,2021,479.9250437225478,868.751241358627,2213.081915399028
IN,IM403,Medicare,CMS,2021,118.61681580406363,145.8204292896831,289.9522164099333
